ra,dec,gmag,gflux,gflux_err,rmag,rflux,rflux_err,imag,iflux,iflux_err
63.963901300468436,51.27422768553379,-13.25025184667969,199572.51884286146,458.05453658112935,-12.717295964914792,122157.00771644614,363.4347128939494,-12.341678605512618,86431.3790089177,302.9895095613094
63.69280358593855,51.215165129345635,-13.247065122639514,198987.61606169067,457.41562686618215,-13.301966332032647,209308.33972982352,468.2265718107899,-12.334877775562326,85891.68253330354,302.0975776609084
63.934868075681194,51.12049625739053,-12.94360829714697,150467.71258342173,400.8854602291201,-12.901857839216422,144791.52279741716,393.3437499405303,-12.332606225445248,85712.16995588565,301.8003211581636
63.96434569449953,51.274863366211285,-13.498006813727134,250727.93595971641,510.8516179864835,-13.210997219450269,192485.88482493898,449.9040649347372,-12.33047398579188,85544.00797762934,301.52159437246684
63.695129553405444,51.13474455285238,-13.453808117055903,240726.1370974582,500.96664233973695,-13.168475703498606,185093.12225055683,441.61171301316057,-12.327450938677435,85306.15657274358,301.12691754147227
63.79339396979782,51.1953280747726,-12.616373922475027,111313.94357441162,348.647935909713,-12.709589852072448,121293.05670143261,362.24417113501477,-12.321823228564872,84865.13207082312,300.39373489823015
63.93483481643806,51.12040798510737,-13.000067161376606,158499.12336799366,410.7804316270255,-12.901857839216422,144791.52279741716,393.3437499405303,-12.3052667856855,83580.83667440341,298.24838737148013
63.93432387381759,51.119738453995424,-13.01358172017803,160484.35018084073,413.1897745837044,-12.97350235976965,154668.16886950514,405.70426629426316,-12.302340151130322,83355.84539001233,297.8709607956059
63.694709563520824,51.13443660907273,-13.478506326112887,246264.90790888428,506.46455705071406,-13.151704630927533,182256.00749329219,438.38771688216065,-12.236573366806669,78456.57527465993,289.53037693814616
63.84241932037012,51.190720045511526,-13.253414905120952,200154.77809746072,458.68967476623277,-13.21088611900838,192466.18927397826,449.88217579032795,-12.232239912112643,78144.05882311906,288.9901775465805
63.96367259809264,51.274609402913214,-13.33478090909244,215730.9041441197,475.3654844262585,-13.024000412964892,162031.7659035354,414.68005585438596,-12.226579854077288,77737.74555042967,288.28633239492075
63.789747370996764,51.24631760705838,-13.265175212260162,202334.56726859327,461.0596565611493,-13.106610294537129,174841.33658280206,429.84778631820745,-12.198716003445131,75768.10079986903,284.8497230034709
63.72837061162342,51.162175386311304,-13.190768331685305,188932.78772111566,446.28939866504487,-12.927404137301759,148238.7195239742,397.70152419098855,-12.186612118848615,74928.12199496452,283.3714627308995
63.728595488457955,51.16236137411389,-13.154314142239055,182694.57729345924,439.24482573292875,-12.908398363365503,145666.385960867,394.454267033237,-12.178187887890225,74349.00403238831,282.34777832962203
63.694709563520824,51.13443660907273,-13.478506326112887,246264.90790888428,506.46455705071406,-13.151704630927533,182256.00749329219,438.38771688216065,-12.150789559779696,72496.29697870662,279.0475960727698
63.934623637390025,51.120091604166646,-13.093681552277038,172771.7057156405,427.80035689014125,-13.074476671312052,169742.52902618345,423.8753494201387,-12.135150346949587,71459.52725605103,277.1836776423462
63.728595488457955,51.16236137411389,-13.154314142239055,182694.57729345924,439.24482573292875,-12.908398363365503,145666.385960867,394.454267033237,-12.131102050302083,71193.57802442933,276.70352711831197
63.72822829730775,51.16199959456663,-13.173677415678073,185982.02251911038,442.9711753137015,-12.808062110973857,132808.18587477886,377.80414065311686,-12.127949993476639,70987.19200272473,276.33033835974254
63.93432387381759,51.119738453995424,-13.01358172017803,160484.35018084073,413.1897745837044,-12.97350235976965,154668.16886950514,405.70426629426316,-12.124794114712195,70781.15512231023,275.957277522437
63.69182553734281,51.214402551836045,-13.152817952186165,182442.98988801675,438.95834600529975,-12.836122823574081,136285.3360641918,382.37824059960974,-12.118315242509974,70360.04313005306,275.1932176223428
